ride_id,timestamp,hour,day,weekday,month,is_weekend,zone_id,weather,traffic_level,event_flag,distance_km,duration_min,fare_usd,surge_multiplier,wait_time_min,driver_earnings_usd,cancelled,demand_score,efficiency,peak_hour,congestion_index,cancellation_risk,zone_demand_density,driver_opportunity_score
48787,2023-08-05 04:38:28,4,5,5,8,1,Z09,Cloudy,High,0,5.7,33.8,8.92,1.0,6.3,6.55,0,0.181,1.565,0,0.734,0.05,0.137,0.188
378,2023-08-05 04:59:20,4,5,5,8,1,Z19,Rainy,High,0,5.76,36.3,12.7,1.0,5.7,9.91,0,0.326,2.205,0,0.768,0.13,0.2,0.567
22731,2023-08-05 05:07:40,5,5,5,8,1,Z10,Cloudy,High,0,11.04,67.4,9.05,1.0,8.8,7.14,0,0.222,0.82,0,0.744,0.05,0.149,0.18
42112,2023-08-05 05:15:01,5,5,5,8,1,Z12,Fog,High,0,11.53,67.1,36.13,1.0,4.9,27.88,0,0.348,3.134,0,0.773,0.05,0.19,1.98
21229,2023-08-05 05:23:22,5,5,5,8,1,Z05,Cloudy,Medium,0,5.8,27.8,15.35,1.0,9.1,11.16,0,0.348,2.647,0,0.465,0.05,0.177,0.427
11733,2023-08-05 05:32:13,5,5,5,8,1,Z14,Cloudy,Low,0,3.55,13.3,19.04,1.0,3.0,14.31,0,0.312,5.363,0,0.226,0.05,0.266,1.488
28613,2023-08-05 05:49:23,5,5,5,8,1,Z05,Clear,Medium,0,2.47,8.8,9.34,1.0,8.3,6.85,0,0.351,3.781,0,0.466,0.05,0.179,0.29
39960,2023-08-05 05:53:31,5,5,5,8,1,Z18,Clear,High,0,5.81,39.9,20.37,1.0,6.8,14.87,0,0.126,3.506,0,0.721,0.05,0.114,0.276
41908,2023-08-05 05:58:10,5,5,5,8,1,Z08,Clear,Medium,0,4.29,23.2,20.7,1.0,1.9,15.35,0,0.1,4.825,0,0.408,0.05,0.045,0.808
48077,2023-08-05 06:04:03,6,5,5,8,1,Z19,Rainy,High,0,7.66,46.0,17.4,1.0,7.6,13.82,0,0.869,2.272,0,0.893,0.13,0.534,1.58
13060,2023-08-05 06:35:16,6,5,5,8,1,Z13,Clear,Low,0,3.05,8.3,23.52,1.0,6.1,17.73,0,0.177,7.711,0,0.195,0.05,0.074,0.514
27929,2023-08-05 06:39:47,6,5,5,8,1,Z19,Cloudy,High,0,8.81,55.0,19.54,1.0,8.8,14.54,0,0.771,2.218,0,0.87,0.05,0.473,1.274
34537,2023-08-05 07:04:49,7,5,5,8,1,Z07,Rainy,Medium,0,5.85,26.1,21.31,1.25,9.4,16.64,1,1.126,3.643,1,0.644,0.13,0.545,1.993
45221,2023-08-05 07:08:34,7,5,5,8,1,Z19,Clear,Medium,0,6.92,31.6,16.07,1.02,6.6,12.28,0,1.254,2.322,1,0.674,0.05,0.77,2.333
13,2023-08-05 07:08:52,7,5,5,8,1,Z08,Cloudy,High,0,4.38,27.0,18.86,1.0,4.6,14.55,0,0.903,4.306,1,0.901,0.05,0.41,2.856
44053,2023-08-05 07:30:05,7,5,5,8,1,Z20,Clear,High,0,3.0,16.2,24.4,1.0,8.5,18.1,0,0.902,8.133,1,0.9,0.05,0.521,1.921
8731,2023-08-05 07:33:30,7,5,5,8,1,Z06,Cloudy,Low,0,7.2,27.0,11.7,1.21,6.5,9.27,0,1.074,1.625,1,0.402,0.05,0.434,1.532
48002,2023-08-05 07:37:21,7,5,5,8,1,Z14,Cloudy,Low,0,7.14,19.2,52.55,1.36,5.2,40.91,0,1.916,7.36,1,0.596,0.1,1.635,15.074
10956,2023-08-05 07:39:59,7,5,5,8,1,Z06,Rainy,Medium,0,5.64,27.1,7.13,1.19,8.7,5.32,0,1.101,1.264,1,0.639,0.13,0.445,0.673
7772,2023-08-05 07:45:36,7,5,5,8,1,Z16,Clear,Low,0,8.59,32.4,33.49,1.1,9.4,25.2,0,1.372,3.899,1,0.47,0.05,0.874,3.678
23928,2023-08-05 07:46:48,7,5,5,8,1,Z01,Clear,Low,0,11.67,40.4,45.96,1.09,3.9,34.06,0,1.099,3.938,1,0.407,0.05,0.687,9.598
42789,2023-08-05 07:52:37,7,5,5,8,1,Z07,Fog,Medium,0,4.06,21.5,9.55,1.06,7.7,7.17,1,1.08,2.352,1,0.634,0.05,0.522,1.006
13477,2023-08-05 07:59:10,7,5,5,8,1,Z18,Cloudy,Medium,0,8.65,37.8,44.63,1.26,5.5,32.28,0,1.491,5.16,1,0.729,0.05,1.352,8.751
12100,2023-08-05 08:12:56,8,5,5,8,1,Z19,Cloudy,High,0,7.84,50.3,18.01,1.09,10.9,13.22,0,1.41,2.297,1,1.018,0.17,0.866,1.71
35967,2023-08-05 08:14:19,8,5,5,8,1,Z11,Clear,Medium,0,6.53,29.7,66.5,1.59,10.9,51.69,1,1.802,10.184,1,0.8,0.22,1.595,8.545
4807,2023-08-05 08:23:17,8,5,5,8,1,Z08,Rainy,Medium,0,5.85,27.6,25.85,1.0,6.0,20.11,0,0.935,4.419,1,0.6,0.13,0.425,3.134
43010,2023-08-05 08:24:46,8,5,5,8,1,Z12,Cloudy,Medium,0,7.26,34.9,31.59,1.23,9.9,24.55,0,1.009,4.351,1,0.617,0.05,0.55,2.502
37274,2023-08-05 08:31:34,8,5,5,8,1,Z07,Cloudy,Medium,0,8.4,38.0,26.17,1.02,6.8,18.84,0,1.18,3.115,1,0.657,0.05,0.571,3.269
7405,2023-08-05 08:31:56,8,5,5,8,1,Z14,Cloudy,Medium,0,4.52,17.8,50.74,2.06,10.9,40.41,0,1.906,11.226,1,0.824,0.22,1.626,7.066
9829,2023-08-05 08:46:41,8,5,5,8,1,Z10,Clear,High,0,9.51,62.4,8.42,1.28,8.3,6.7,0,1.176,0.885,1,0.964,0.05,0.788,0.949
1149,2023-08-05 08:50:51,8,5,5,8,1,Z02,Clear,Medium,0,1.45,9.3,11.67,1.04,8.2,8.61,0,1.153,8.048,1,0.651,0.05,0.874,1.211
31626,2023-08-05 08:54:13,8,5,5,8,1,Z18,Cloudy,Low,1,7.14,25.4,60.96,2.18,9.3,43.96,0,2.286,8.538,1,0.681,0.1,2.073,10.806
44885,2023-08-05 09:05:05,9,5,5,8,1,Z02,Cloudy,High,0,0.5,2.0,9.73,1.88,8.5,7.39,0,1.552,19.46,1,1.05,0.05,1.177,1.349
47094,2023-08-05 09:10:02,9,5,5,8,1,Z18,Clear,Low,0,6.74,27.2,45.4,1.66,8.7,34.86,0,1.97,6.736,1,0.608,0.1,1.786,7.894
38673,2023-08-05 09:11:20,9,5,5,8,1,Z20,Clear,Medium,0,0.82,4.6,4.54,1.05,8.6,3.56,0,1.206,5.537,1,0.663,0.05,0.697,0.499
31056,2023-08-05 09:13:27,9,5,5,8,1,Z05,Clear,Medium,0,3.94,18.7,9.76,1.0,6.1,7.41,0,0.919,2.477,1,0.597,0.05,0.468,1.116
27378,2023-08-05 09:17:39,9,5,5,8,1,Z08,Clear,Medium,0,3.42,15.9,12.8,1.0,7.0,9.49,0,0.812,3.743,1,0.572,0.05,0.369,1.101
13107,2023-08-05 09:32:29,9,5,5,8,1,Z05,Cloudy,High,0,4.74,27.8,13.21,1.0,3.7,9.71,0,0.999,2.787,1,0.923,0.05,0.509,2.622
25889,2023-08-05 09:34:24,9,5,5,8,1,Z17,Cloudy,Medium,0,0.5,2.0,5.13,1.07,8.5,3.79,0,1.16,10.26,1,0.652,0.05,0.526,0.517
37125,2023-08-05 09:43:54,9,5,5,8,1,Z04,Clear,Medium,0,10.46,45.1,27.43,1.0,7.2,21.2,1,0.825,2.622,1,0.575,0.05,0.358,2.429
20401,2023-08-05 09:50:03,9,5,5,8,1,Z07,Cloudy,Medium,0,2.54,9.8,10.85,1.28,5.7,7.92,0,1.015,4.272,1,0.619,0.05,0.491,1.41
38317,2023-08-05 09:54:21,9,5,5,8,1,Z13,Snow,Medium,0,3.85,15.6,30.88,1.0,5.1,23.27,0,0.746,8.021,1,0.557,0.13,0.314,3.404
2501,2023-08-05 10:14:26,10,5,5,8,1,Z14,Clear,Low,0,3.74,13.6,19.8,1.0,3.6,15.0,0,0.885,5.294,0,0.358,0.05,0.755,3.688
5119,2023-08-05 10:20:24,10,5,5,8,1,Z20,Clear,High,0,0.5,4.1,4.39,1.0,8.8,3.48,0,0.428,8.78,0,0.791,0.05,0.247,0.169
27511,2023-08-05 10:32:02,10,5,5,8,1,Z02,Fog,Medium,0,1.28,2.9,10.06,1.0,5.3,7.7,0,0.582,7.859,0,0.519,0.05,0.441,0.846
33678,2023-08-05 10:33:23,10,5,5,8,1,Z01,Clear,Low,0,13.34,50.3,50.22,1.0,6.2,39.35,0,0.652,3.765,0,0.304,0.05,0.407,4.138
47901,2023-08-05 11:59:07,11,5,5,8,1,Z16,Clear,Medium,0,10.02,45.8,35.05,1.0,7.3,27.58,0,0.743,3.498,0,0.556,0.05,0.473,2.807
28481,2023-08-05 12:09:38,12,5,5,8,1,Z17,Clear,Low,0,0.5,2.0,3.0,1.0,6.0,2.29,0,0.382,6.0,0,0.242,0.05,0.173,0.146
12675,2023-08-05 12:13:40,12,5,5,8,1,Z17,Rainy,Medium,0,2.55,9.3,15.73,1.0,8.3,11.55,0,0.733,6.169,0,0.554,0.13,0.332,1.02
39738,2023-08-05 12:34:58,12,5,5,8,1,Z13,Clear,Medium,0,4.86,20.1,36.42,1.0,6.1,28.37,1,0.623,7.494,0,0.528,0.05,0.262,2.897
13617,2023-08-05 12:35:47,12,5,5,8,1,Z03,Rainy,Medium,0,9.19,41.6,59.72,2.39,4.7,46.56,0,1.577,6.498,0,0.749,0.13,1.45,15.622
4690,2023-08-05 12:57:13,12,5,5,8,1,Z16,Clear,Low,0,9.11,33.9,32.68,1.0,6.8,23.94,0,0.729,3.587,0,0.322,0.05,0.464,2.567
24032,2023-08-05 13:00:22,13,5,5,8,1,Z15,Clear,High,0,12.23,73.7,42.08,1.0,3.1,32.74,0,0.459,3.441,0,0.798,0.05,0.235,4.848
5342,2023-08-05 13:12:53,13,5,5,8,1,Z16,Cloudy,High,0,12.28,74.2,47.33,1.0,7.5,35.19,0,0.595,3.854,0,0.83,0.05,0.379,2.792
48208,2023-08-05 13:14:28,13,5,5,8,1,Z02,Clear,Medium,0,5.53,25.8,53.99,1.22,7.3,42.67,0,1.121,9.763,0,0.643,0.05,0.85,6.552
26936,2023-08-05 13:35:34,13,5,5,8,1,Z12,Clear,Medium,0,7.32,33.1,23.88,1.0,8.2,18.83,0,0.588,3.262,0,0.52,0.05,0.32,1.35
12363,2023-08-05 13:46:38,13,5,5,8,1,Z16,Clear,Low,0,9.17,31.7,30.55,1.0,4.6,23.81,0,0.99,3.332,0,0.382,0.05,0.631,5.124
38085,2023-08-05 14:08:17,14,5,5,8,1,Z10,Cloudy,High,0,10.35,61.6,9.08,1.0,9.7,7.11,0,0.334,0.877,0,0.769,0.05,0.224,0.245
49886,2023-08-05 14:30:32,14,5,5,8,1,Z08,Clear,High,0,4.97,27.3,20.32,1.0,6.7,15.22,1,0.392,4.089,0,0.783,0.05,0.178,0.89
17295,2023-08-05 14:41:02,14,5,5,8,1,Z07,Clear,High,0,4.43,28.5,13.82,1.0,5.5,10.52,0,0.4,3.12,0,0.785,0.05,0.193,0.765
49950,2023-08-05 14:48:50,14,5,5,8,1,Z16,Rainy,Medium,1,11.01,52.0,48.91,1.21,8.5,35.36,0,1.389,4.442,0,0.705,0.13,0.885,5.778
25200,2023-08-05 14:58:02,14,5,5,8,1,Z09,Clear,Medium,0,5.73,25.3,3.99,1.0,6.7,3.02,0,0.641,0.696,0,0.533,0.05,0.484,0.289
42528,2023-08-05 15:04:39,15,5,5,8,1,Z04,Clear,Medium,0,14.63,70.8,36.73,1.0,5.9,26.77,0,0.595,2.511,0,0.522,0.05,0.258,2.7
2902,2023-08-05 15:07:03,15,5,5,8,1,Z12,Clear,High,0,8.83,54.5,27.62,1.0,6.8,20.17,0,0.378,3.128,0,0.78,0.05,0.206,1.121
12295,2023-08-05 15:13:39,15,5,5,8,1,Z10,Clear,High,0,8.24,48.4,7.39,1.0,1.0,5.61,0,0.425,0.897,0,0.79,0.05,0.285,2.384
4114,2023-08-05 15:19:06,15,5,5,8,1,Z19,Clear,Medium,0,3.5,18.0,7.85,1.0,5.3,5.67,0,0.587,2.243,0,0.52,0.05,0.36,0.628
31694,2023-08-05 15:20:51,15,5,5,8,1,Z13,Rainy,High,0,5.22,29.0,38.52,1.0,7.0,30.73,0,0.496,7.379,0,0.807,0.13,0.209,2.177
21024,2023-08-05 15:26:18,15,5,5,8,1,Z09,Clear,High,0,6.49,45.1,5.23,1.0,8.3,4.18,0,0.613,0.806,0,0.834,0.05,0.463,0.309
16469,2023-08-05 16:37:28,16,5,5,8,1,Z02,Clear,Low,0,0.5,4.3,4.63,1.0,6.8,3.69,0,0.657,9.26,0,0.305,0.05,0.498,0.357
24440,2023-08-05 16:56:17,16,5,5,8,1,Z13,Fog,High,0,7.06,42.9,55.19,1.0,5.6,40.4,0,0.504,7.817,0,0.809,0.05,0.212,3.636
29426,2023-08-05 17:05:12,17,5,5,8,1,Z03,Cloudy,Low,0,8.63,29.9,58.08,2.48,10.6,41.88,0,2.032,6.73,1,0.623,0.22,1.869,8.028
46348,2023-08-05 17:05:23,17,5,5,8,1,Z05,Clear,Medium,0,7.1,32.0,21.78,1.15,6.8,16.32,0,1.022,3.068,1,0.62,0.05,0.52,2.453
15739,2023-08-05 17:30:07,17,5,5,8,1,Z01,Fog,Medium,0,7.69,35.7,41.54,1.45,5.8,30.99,0,1.594,5.402,1,0.752,0.05,0.996,8.517
49827,2023-08-05 17:41:17,17,5,5,8,1,Z03,Cloudy,Medium,0,6.3,27.1,38.31,2.2,8.6,28.15,0,1.725,6.081,1,0.783,0.05,1.586,5.646
47665,2023-08-05 17:48:48,17,5,5,8,1,Z02,Rainy,Medium,0,1.49,9.3,25.33,2.16,12.9,20.11,1,2.111,17.0,1,0.872,0.3,1.6,3.291
31568,2023-08-05 18:01:50,18,5,5,8,1,Z09,Rainy,Medium,0,7.23,32.2,17.94,1.75,14.0,12.96,0,2.123,2.481,1,0.875,0.3,1.604,1.965
28488,2023-08-05 18:37:28,18,5,5,8,1,Z17,Clear,Medium,0,1.49,5.7,11.49,1.22,7.6,9.08,0,1.169,7.711,1,0.654,0.05,0.53,1.397
16131,2023-08-05 18:45:22,18,5,5,8,1,Z20,Clear,Medium,0,0.5,2.0,3.36,1.0,10.4,2.43,0,0.949,6.72,1,0.604,0.17,0.548,0.222
31183,2023-08-05 18:51:05,18,5,5,8,1,Z19,Clear,Low,0,6.69,23.2,14.04,1.05,5.5,10.68,0,1.345,2.099,1,0.464,0.05,0.826,2.612
42082,2023-08-05 19:02:02,19,5,5,8,1,Z17,Cloudy,High,0,4.32,25.9,35.64,1.23,9.7,26.1,0,1.139,8.25,1,0.955,0.05,0.516,3.065
20423,2023-08-05 19:15:00,19,5,5,8,1,Z13,Fog,High,0,4.98,30.8,43.79,1.12,7.7,34.07,0,1.287,8.793,1,0.989,0.05,0.541,5.695
42232,2023-08-05 19:29:02,19,5,5,8,1,Z12,Fog,Medium,0,7.71,34.8,30.95,1.21,6.2,23.6,0,1.417,4.014,1,0.712,0.05,0.772,5.394
25479,2023-08-05 19:48:54,19,5,5,8,1,Z11,Fog,Medium,0,4.04,17.1,65.79,2.45,12.0,49.0,0,1.858,16.285,1,0.813,0.22,1.644,7.587
43279,2023-08-05 19:49:10,19,5,5,8,1,Z01,Fog,Medium,0,8.71,40.0,35.77,1.07,8.4,26.02,0,1.453,4.107,1,0.72,0.05,0.908,4.501
2941,2023-08-05 19:50:50,19,5,5,8,1,Z17,Clear,Low,0,3.51,10.5,23.68,1.0,4.6,17.25,0,0.879,6.746,1,0.357,0.05,0.398,3.296
30397,2023-08-05 19:56:03,19,5,5,8,1,Z17,Clear,Low,1,2.88,10.1,23.89,1.15,8.3,18.86,0,1.048,8.295,1,0.396,0.05,0.475,2.381
6675,2023-08-05 20:00:09,20,5,5,8,1,Z04,Cloudy,Low,0,16.31,58.5,47.66,1.17,4.3,34.39,0,1.111,2.922,1,0.41,0.05,0.482,8.885
7709,2023-08-05 20:37:50,20,5,5,8,1,Z04,Cloudy,Medium,0,14.09,64.1,36.23,1.0,8.7,28.98,0,0.792,2.571,1,0.567,0.05,0.344,2.638
40342,2023-08-05 20:38:33,20,5,5,8,1,Z08,Clear,Medium,0,6.33,26.7,28.14,1.0,5.7,20.91,0,0.738,4.445,1,0.555,0.05,0.335,2.707
47933,2023-08-05 20:40:47,20,5,5,8,1,Z19,Clear,Medium,0,7.47,32.7,17.32,1.01,9.3,12.7,0,1.379,2.319,1,0.703,0.05,0.847,1.883
14397,2023-08-05 20:48:46,20,5,5,8,1,Z10,Clear,High,0,13.01,79.5,9.98,1.13,9.7,7.3,0,1.262,0.767,1,0.984,0.05,0.846,0.95
25784,2023-08-05 20:56:21,20,5,5,8,1,Z11,Rainy,Medium,0,2.08,7.9,30.7,2.34,12.8,23.32,0,2.47,14.76,1,0.955,0.3,2.186,4.5
33590,2023-08-05 21:20:53,21,5,5,8,1,Z05,Clear,Low,0,6.62,21.9,19.29,1.0,6.2,14.78,0,0.445,2.914,0,0.257,0.05,0.227,1.061
21853,2023-08-05 21:24:50,21,5,5,8,1,Z13,Clear,Medium,0,4.15,17.6,32.23,1.0,8.4,24.0,0,0.313,7.766,0,0.457,0.05,0.132,0.894
13730,2023-08-05 21:57:20,21,5,5,8,1,Z18,Clear,High,0,8.2,51.6,32.19,1.0,8.4,23.87,0,0.894,3.926,0,0.899,0.05,0.811,2.54
26306,2023-08-05 22:03:11,22,5,5,8,1,Z03,Clear,Medium,1,10.99,48.9,45.87,1.49,13.0,34.28,0,1.78,4.174,0,0.795,0.17,1.637,4.694
47122,2023-08-05 22:10:24,22,5,5,8,1,Z08,Rainy,High,0,9.01,59.7,47.8,1.1,7.4,34.71,0,1.079,5.305,0,0.941,0.13,0.49,5.061
11914,2023-08-05 22:24:05,22,5,5,8,1,Z18,Clear,Low,0,10.81,39.6,97.04,2.32,9.2,73.15,1,1.683,8.977,0,0.542,0.05,1.526,13.382
49909,2023-08-05 22:56:09,22,5,5,8,1,Z12,Rainy,High,0,5.72,36.7,23.03,1.09,7.5,17.87,0,1.016,4.026,0,0.927,0.13,0.553,2.421
4883,2023-08-05 23:01:32,23,5,5,8,1,Z19,Clear,Medium,0,8.4,42.5,18.57,1.0,8.5,14.82,0,0.973,2.211,0,0.609,0.05,0.597,1.696
40638,2023-08-05 23:52:04,23,5,5,8,1,Z15,Clear,Medium,0,9.92,45.9,35.83,1.0,5.0,28.0,0,0.956,3.612,0,0.605,0.05,0.488,5.354
28593,2023-08-05 23:58:47,23,5,5,8,1,Z20,Snow,Medium,0,0.5,3.6,5.53,1.07,7.6,4.01,0,1.476,11.06,0,0.725,0.13,0.853,0.779
21253,2023-08-06 00:18:06,0,6,6,8,1,Z01,Clear,Low,0,5.7,18.3,19.49,1.0,1.4,14.37,0,0.275,3.419,0,0.217,0.05,0.172,2.823
45172,2023-08-06 00:24:55,0,6,6,8,1,Z07,Cloudy,High,0,2.06,12.4,3.65,1.0,4.8,2.91,0,0.133,1.772,0,0.723,0.05,0.064,0.081
29415,2023-08-06 00:36:48,0,6,6,8,1,Z14,Clear,High,0,4.14,28.8,23.75,1.0,5.3,17.85,0,0.318,5.737,0,0.766,0.05,0.271,1.071
12948,2023-08-06 00:40:09,0,6,6,8,1,Z16,Cloudy,High,0,9.17,56.5,32.05,1.0,3.6,25.11,0,0.129,3.495,0,0.722,0.05,0.082,0.9
35642,2023-08-06 00:41:05,0,6,6,8,1,Z04,Rainy,High,1,9.21,55.4,19.97,1.0,4.2,15.32,0,0.275,2.168,0,0.756,0.13,0.119,1.003
18893,2023-08-06 01:22:27,1,6,6,8,1,Z17,Rainy,High,0,0.88,6.0,7.12,1.0,4.9,5.64,0,0.238,8.091,0,0.747,0.13,0.108,0.274
6680,2023-08-06 01:30:28,1,6,6,8,1,Z02,Clear,Medium,0,4.31,20.4,33.27,1.0,9.3,25.71,0,0.111,7.719,0,0.41,0.05,0.084,0.307
5588,2023-08-06 01:39:59,1,6,6,8,1,Z02,Clear,High,0,0.75,4.8,6.75,1.0,5.7,5.0,0,0.466,9.0,0,0.8,0.05,0.353,0.409
12347,2023-08-06 01:42:46,1,6,6,8,1,Z02,Clear,High,0,2.03,14.9,17.9,1.0,3.8,13.52,0,0.547,8.818,0,0.819,0.05,0.415,1.946
18043,2023-08-06 01:48:51,1,6,6,8,1,Z19,Rainy,Medium,0,9.08,39.3,17.51,1.0,9.5,13.61,0,0.375,1.928,0,0.471,0.13,0.23,0.537
16631,2023-08-06 01:58:30,1,6,6,8,1,Z12,Rainy,High,0,6.59,38.9,22.33,1.0,6.2,16.46,0,0.194,3.388,0,0.737,0.13,0.106,0.515
26274,2023-08-06 02:07:06,2,6,6,8,1,Z04,Clear,High,0,11.82,71.2,28.12,1.0,3.2,20.42,0,0.113,2.379,0,0.718,0.05,0.049,0.721
35138,2023-08-06 02:12:49,2,6,6,8,1,Z14,Cloudy,High,0,4.28,24.0,22.76,1.0,3.4,17.74,0,0.36,5.318,0,0.775,0.05,0.307,1.878
28830,2023-08-06 02:26:11,2,6,6,8,1,Z20,Clear,Medium,1,0.5,5.2,3.0,1.0,5.5,2.17,0,0.157,6.0,0,0.421,0.05,0.091,0.062
45673,2023-08-06 02:31:12,2,6,6,8,1,Z18,Cloudy,High,0,7.01,47.3,29.46,1.0,1.6,22.46,0,0.372,4.203,0,0.778,0.05,0.337,5.222
10710,2023-08-06 02:32:10,2,6,6,8,1,Z20,Rainy,Medium,0,3.26,17.4,24.82,1.0,1.7,19.51,0,0.312,7.613,0,0.457,0.13,0.18,3.581
13557,2023-08-06 02:49:52,2,6,6,8,1,Z18,Rainy,Medium,0,7.75,34.7,29.96,1.0,3.9,22.82,0,0.208,3.866,0,0.433,0.13,0.189,1.217
33766,2023-08-06 02:56:22,2,6,6,8,1,Z20,Clear,High,0,0.5,5.0,4.67,1.0,6.2,3.37,0,0.238,9.34,0,0.747,0.05,0.138,0.129
29796,2023-08-06 02:59:27,2,6,6,8,1,Z13,Clear,Medium,0,3.64,15.3,26.58,1.0,6.5,20.65,0,0.189,7.302,0,0.428,0.05,0.079,0.6
13562,2023-08-06 03:06:55,3,6,6,8,1,Z06,Clear,High,1,10.04,63.2,12.37,1.0,9.0,9.73,0,0.198,1.232,0,0.738,0.05,0.08,0.214
4506,2023-08-06 03:08:21,3,6,6,8,1,Z12,Clear,Low,0,8.5,26.4,24.85,1.0,3.3,19.38,0,0.349,2.924,0,0.234,0.05,0.19,2.05
24365,2023-08-06 03:16:40,3,6,6,8,1,Z11,Rainy,High,1,3.45,26.4,23.22,1.0,6.8,18.56,0,0.667,6.73,0,0.846,0.13,0.59,1.821
25556,2023-08-06 03:40:09,3,6,6,8,1,Z02,Cloudy,High,0,2.68,16.0,20.52,1.0,7.3,14.99,0,0.33,7.657,0,0.768,0.05,0.25,0.678
24567,2023-08-06 03:49:36,3,6,6,8,1,Z11,Clear,High,0,3.84,21.3,24.54,1.0,9.8,19.11,0,0.335,6.391,0,0.77,0.05,0.296,0.653
9166,2023-08-06 03:59:55,3,6,6,8,1,Z16,Clear,High,0,9.02,59.9,33.57,1.0,3.8,26.64,1,0.161,3.722,0,0.729,0.05,0.103,1.129
22326,2023-08-06 04:29:39,4,6,6,8,1,Z12,Snow,High,0,8.65,54.9,27.78,1.0,4.2,21.85,0,0.1,3.212,0,0.715,0.13,0.054,0.52
27150,2023-08-06 04:37:09,4,6,6,8,1,Z20,Cloudy,Medium,0,0.5,3.6,3.0,1.0,6.9,2.4,0,0.26,6.0,0,0.445,0.05,0.15,0.09
26700,2023-08-06 04:44:31,4,6,6,8,1,Z17,Cloudy,Medium,0,1.5,9.2,11.98,1.0,4.9,8.89,0,0.236,7.987,0,0.439,0.05,0.107,0.428
16489,2023-08-06 04:53:50,4,6,6,8,1,Z02,Clear,Low,0,0.64,2.0,3.53,1.0,4.1,2.65,0,0.28,5.516,0,0.218,0.05,0.212,0.181
1677,2023-08-06 05:00:02,5,6,6,8,1,Z20,Rainy,High,0,0.5,4.1,7.02,1.0,7.7,5.4,0,0.385,14.04,0,0.781,0.13,0.222,0.27
39743,2023-08-06 05:07:31,5,6,6,8,1,Z03,Cloudy,Medium,0,7.66,38.2,21.2,1.0,8.0,16.46,1,0.194,2.768,0,0.429,0.05,0.178,0.399
42814,2023-08-06 05:17:38,5,6,6,8,1,Z13,Clear,High,0,3.04,19.5,24.9,1.0,3.2,18.19,0,0.1,8.191,0,0.715,0.05,0.042,0.568
47120,2023-08-06 05:35:00,5,6,6,8,1,Z10,Clear,High,0,15.45,94.9,12.69,1.0,4.9,9.74,1,0.17,0.821,0,0.732,0.05,0.114,0.338
42941,2023-08-06 05:46:13,5,6,6,8,1,Z02,Rainy,High,0,2.39,10.4,17.75,1.0,8.2,13.56,0,0.347,7.427,0,0.772,0.13,0.263,0.574
21096,2023-08-06 05:53:29,5,6,6,8,1,Z15,Clear,High,0,12.3,76.6,42.86,1.0,8.3,33.05,0,0.285,3.485,0,0.758,0.05,0.146,1.135
5431,2023-08-06 06:17:38,6,6,6,8,1,Z14,Clear,Low,0,4.54,20.5,25.0,1.0,4.4,19.75,0,0.589,5.507,0,0.29,0.05,0.503,2.644
49757,2023-08-06 06:22:20,6,6,6,8,1,Z04,Cloudy,Low,0,11.96,42.2,28.61,1.0,4.0,22.73,0,0.287,2.392,0,0.22,0.05,0.125,1.631
31033,2023-08-06 06:27:00,6,6,6,8,1,Z16,Rainy,Medium,1,5.9,25.5,22.05,1.02,11.0,17.24,1,1.453,3.737,0,0.72,0.25,0.926,2.277
27242,2023-08-06 06:34:43,6,6,6,8,1,Z14,Clear,Low,0,5.61,18.3,27.72,1.0,4.2,20.13,0,0.813,4.941,0,0.341,0.05,0.694,3.897
13214,2023-08-06 06:43:16,6,6,6,8,1,Z04,Clear,Low,0,12.07,38.8,29.77,1.0,3.6,22.12,0,0.331,2.466,0,0.23,0.05,0.144,2.034
12928,2023-08-06 06:50:50,6,6,6,8,1,Z14,Clear,Medium,0,6.67,29.6,34.15,1.0,13.1,27.19,0,0.749,5.12,0,0.557,0.17,0.639,1.555
30620,2023-08-06 06:53:45,6,6,6,8,1,Z12,Clear,High,0,8.6,49.3,30.49,1.0,3.6,22.62,0,0.557,3.545,0,0.821,0.05,0.303,3.5
48880,2023-08-06 07:13:32,7,6,6,8,1,Z14,Rainy,Medium,0,1.26,4.3,13.88,2.05,8.7,10.22,1,2.292,11.016,1,0.914,0.18,1.956,2.692
44659,2023-08-06 07:25:55,7,6,6,8,1,Z09,Clear,High,0,8.29,52.5,11.72,1.23,11.4,9.08,0,1.235,1.414,1,0.977,0.17,0.933,0.984
43983,2023-08-06 08:05:46,8,6,6,8,1,Z12,Cloudy,High,0,8.7,56.7,31.85,1.11,11.6,23.38,0,1.231,3.661,1,0.976,0.17,0.67,2.481
48831,2023-08-06 08:20:03,8,6,6,8,1,Z18,Clear,Low,0,8.08,29.5,76.07,2.36,7.0,60.67,0,1.845,9.415,1,0.58,0.1,1.673,15.991
24358,2023-08-06 08:28:30,8,6,6,8,1,Z03,Fog,Medium,0,5.76,26.4,20.77,1.38,3.6,15.68,1,2.092,3.606,1,0.867,0.1,1.924,9.112
36411,2023-08-06 08:48:17,8,6,6,8,1,Z09,Rainy,High,1,8.16,49.5,21.35,1.98,12.2,16.44,0,2.354,2.616,1,1.236,0.3,1.778,3.172
10283,2023-08-06 08:52:11,8,6,6,8,1,Z02,Clear,Medium,0,2.5,13.4,22.7,1.09,9.8,18.02,1,1.443,9.08,1,0.718,0.05,1.094,2.653
